214000027,100-1,G
214000028,100-2,G
214000030,42840,G
214000034,20852,G
207000070,3100,G
236000212,43041,G
236000213,43009,G
236000214,43010,G
236000052,26359,G
236000058,24108,G
236000061,138-5,G
236000066,33,G
236000068,7,G
236000070,66,G
236000137,42918,G
236000140,8,G
236000149,3200,G
236000153,9,G
236000154,10,G
236000167,138-7,G
236000176,3500,G
236000188,42917,G
236000190,3600,G
236000207,11,G
236000211,43040,G
204000083,100출성남,G
204000084,331,G
204000131,370,G
204000009,310,G
204000010,15,G
204000012,50,G
204000013,60,G
204000014,88,G
204000015,20090,G
204000017,55,G
204000018,100,G
204000019,12055,G
204000020,33,G
204000021,51,G
204000022,220,G
204000026,52,G
204000029,200,G
204000039,330,G
204000040,340,G
204000048,250,G
204000056,4000,G
204000059,9507,G
204000065,9607,G
204000067,340-1,G
204000073,42750,G
204000076,82,G
204000077,330(출근형),G
204000079,380,G
200000010,900,G
200000015,909,G
200000024,310,G
200000028,301,G
200000031,300-1,G
210000017,42859,G
210000018,42860,G
210000019,6,G
210000020,42917,G
210000024,8,G
210000026,11,G
210000029,42758,G
210000032,42878,G
210000033,42789,G
210000034,70,G
210000036,25628,G
210000037,71,G
210000038,75,G
210000039,700,G
210000046,42888,G
210000060,23,G
210000073,25,G
212000006,16,G
210000012,25600,G
210000013,3,G
210000014,5,G
210000016,42858,G
200000023,30317,G
200000025,92,G
200000029,33604,G
200000032,16,G
200000034,42782,G
200000037,13,G
200000040,42918,G
200000042,63,G
200000043,64,G
200000045,42917,G
200000048,29983,G
200000049,112,G
200000051,42751,G
200000053,20,G
200000054,29952,G
200000055,25,G
200000056,42791,G
200000058,45,G
200000061,36,G
200000064,32,G
200000065,11689,G
200000066,26,G
200000067,23012,G
200000069,42748,G
200000070,43040,G
200000074,27,G
200000076,5,G
200000077,42856,G
200000078,22647,G
200000085,98,G
200000088,39,G
200000090,42868,G
200000095,3,G
200000097,42767,G
200000099,37,G
200000129,42760,G
200000133,11720,G
200000134,11810,G
200000146,80,G
200000147,42762,G
200000148,35,G
200000157,42768,G
200000166,1,G
200000182,42755,G
200000185,42838,G
200000197,85,G
